,스킬이름,타입,위력,포켓몬
17173,쓰레기를,상대에게,공격한다.,땃쭈르
17174,할퀴기,노말,40,태깅구르
17175,뾰족한,날카로운,상대를,태깅구르
17176,째려보기,노말,0,태깅구르
17177,눈초리로,겁을,상대의,태깅구르
17178,베껴그리기,노말,0,태깅구르
17179,본질을,꿰뚫어,베껴서,태깅구르
17180,애시드봄,독,40,태깅구르
17181,녹이는,액체를,공격한다.,태깅구르
17182,마구할퀴기,노말,18,태깅구르
17183,낫,등으로,할퀴어서,태깅구르
17184,바꿔치기,악,0,태깅구르
17185,보이지,않는,자신과,태깅구르
17186,맹독엄니,독,50,태깅구르
17187,있는,이빨로,물어서,태깅구르
17188,부추기기,악,0,태깅구르
17189,부추겨서,혼란시킨다.,상대의,태깅구르
17190,베어가르기,노말,70,태깅구르
17191,낫,등으로,베어,태깅구르
17192,유턴,벌레,70,태깅구르
17193,뒤,굉장한,돌아와서,태깅구르
17194,독찌르기,독,80,태깅구르
17195,물든,촉수나,상대를,태깅구르
17196,도발,악,0,태깅구르
17197,화나게,한다.,동안,태깅구르
17198,대타출동,노말,0,태깅구르
17199,HP를,조금,분신을,태깅구르
17200,탁쳐서떨구기,악,65,태깅구르
17201,지닌,물건을,쳐서,태깅구르
17202,더스트슈트,독,120,태깅구르
17203,쓰레기를,상대에게,공격한다.,태깅구르
17204,놀래키기,고스트,30,그푸리
17205,소리,등으로,놀래켜서,그푸리
17206,웅크리기,노말,0,그푸리
17207,둥글게,웅크려서,방어를,그푸리
17208,구르기,바위,30,그푸리
17209,동안,구르기를,공격한다.,그푸리
17210,흡수,풀,20,그푸리
17211,흡수하여,공격한다.,입힌,그푸리
17212,고속스핀,노말,50,그푸리
17213,상대를,공격한다.,"김밥말이,",그푸리
17214,씨기관총,풀,25,그푸리
17215,기세,좋게,발사하여,그푸리
17216,엉겨붙기,벌레,20,그푸리
17217,동안,상대에게,붙어서,그푸리
17218,병상첨병,고스트,65,그푸리
17219,데,덮친,공격한다.,그푸리
17220,메가드레인,풀,40,그푸리
17221,흡수하여,공격한다.,입힌,그푸리
17222,사슬묶기,노말,0,그푸리
17223,움직임을,막아,전에,그푸리
17224,고스트다이브,고스트,90,그푸리
17225,어디론가,사라져서,상대를,그푸리
17226,기가드레인,풀,75,그푸리
17227,흡수하여,공격한다.,데미지의,그푸리
17228,저주,고스트,0,그푸리
17229,쓰는,포켓몬이,때와,그푸리
17230,아픔나누기,노말,0,그푸리
17231,HP와,상대의,합친,그푸리
17232,파워휩,풀,120,그푸리
17233,촉수를,세차게,상대를,그푸리
17234,놀래키기,고스트,30,공푸리
17235,소리,등으로,놀래켜서,공푸리
17236,웅크리기,노말,0,공푸리
17237,둥글게,웅크려서,방어를,공푸리
17238,구르기,바위,30,공푸리
17239,동안,구르기를,공격한다.,공푸리
17240,흡수,풀,20,공푸리
17241,흡수하여,공격한다.,입힌,공푸리
17242,고속스핀,노말,50,공푸리
17243,상대를,공격한다.,"김밥말이,",공푸리
17244,씨기관총,풀,25,공푸리
17245,기세,좋게,발사하여,공푸리
17246,엉겨붙기,벌레,20,공푸리
17247,동안,상대에게,붙어서,공푸리
17248,병상첨병,고스트,65,공푸리
17249,데,덮친,공격한다.,공푸리
17250,메가드레인,풀,40,공푸리
17251,흡수하여,공격한다.,입힌,공푸리
17252,사슬묶기,노말,0,공푸리
17253,움직임을,막아,전에,공푸리
17254,고스트다이브,고스트,90,공푸리
17255,어디론가,사라져서,상대를,공푸리
17256,기가드레인,풀,75,공푸리
17257,흡수하여,공격한다.,데미지의,공푸리
17258,저주,고스트,0,공푸리
17259,쓰는,포켓몬이,때와,공푸리
17260,아픔나누기,노말,0,공푸리
17261,HP와,상대의,합친,공푸리
17262,파워휩,풀,120,공푸리
17263,촉수를,세차게,상대를,공푸리
17264,김밥말이,노말,15,들눈해
17265,몸이나,덩굴,사용해,들눈해
17266,진흙뿌리기,땅,20,들눈해
17267,얼굴,등에,내던져서,들눈해
17268,흡수,풀,20,들눈해
17269,흡수하여,공격한다.,입힌,들눈해
17270,독가루,독,0,들눈해
17271,있는,가루를,흩뿌려서,들눈해
17272,저리가루,풀,0,들눈해
17273,많이,흩뿌려서,마비,들눈해
17274,초음파,노말,0,들눈해
17275,음파를,몸에서,상대를,들눈해
17276,몸통박치기,노말,40,들눈해
17277,향해서,몸,부딪쳐가며,들눈해
17278,메가드레인,풀,40,들눈해
17279,흡수하여,공격한다.,입힌,들눈해
17280,싫은소리,노말,0,들눈해
17281,귀를,막아버리고,싫은,들눈해
17282,머드샷,땅,55,들눈해
17283,덩어리를,상대에게,공격한다.,들눈해
17284,병상첨병,고스트,65,들눈해
17285,데,덮친,공격한다.,들눈해
17286,씨폭탄,풀,80,들눈해
17287,껍질을,가지고,큰,들눈해
17288,버섯포자,풀,0,들눈해
17289,효과가,있는,훌훌,들눈해
17290,성장,노말,0,들눈해
17291,일시에,크게,공격과,들눈해
17292,기가드레인,풀,75,들눈해
17293,흡수하여,공격한다.,데미지의,들눈해
17294,대지의힘,땅,90,들눈해
17295,발밑에,대지의,방출한다.,들눈해
17296,파워휩,풀,120,들눈해
17297,촉수를,세차게,상대를,들눈해
17298,미러타입,노말,0,육파리
17299,타입을,반사해서,똑같은,육파리
17300,김밥말이,노말,15,육파리
17301,몸이나,덩굴,사용해,육파리
17302,진흙뿌리기,땅,20,육파리
17303,얼굴,등에,내던져서,육파리
17304,흡수,풀,20,육파리
17305,흡수하여,공격한다.,입힌,육파리
17306,저리가루,풀,0,육파리
17307,많이,흩뿌려서,마비,육파리
17308,독가루,독,0,육파리
17309,있는,가루를,흩뿌려서,육파리
17310,초음파,노말,0,육파리
17311,음파를,몸에서,상대를,육파리
17312,몸통박치기,노말,40,육파리
17313,향해서,몸,부딪쳐가며,육파리
17314,메가드레인,풀,40,육파리
17315,흡수하여,공격한다.,입힌,육파리
17316,싫은소리,노말,0,육파리
17317,귀를,막아버리고,싫은,육파리
17318,머드샷,땅,55,육파리
17319,덩어리를,상대에게,공격한다.,육파리
17320,병상첨병,고스트,65,육파리
17321,데,덮친,공격한다.,육파리
17322,씨폭탄,풀,80,육파리
17323,껍질을,가지고,큰,육파리
17324,버섯포자,풀,0,육파리
17325,효과가,있는,훌훌,육파리
17326,성장,노말,0,육파리
17327,일시에,크게,공격과,육파리
17328,기가드레인,풀,75,육파리
17329,흡수하여,공격한다.,데미지의,육파리
17330,대지의힘,땅,90,육파리
17331,발밑에,대지의,방출한다.,육파리
17332,파워휩,풀,120,육파리
17333,촉수를,세차게,상대를,육파리
17334,찝기,노말,55,절벼게
17335,돌떨구기,바위,50,절벼게
17336,바위를,들어올려,내던져서,절벼게
17337,단단해지기,노말,0,절벼게
17338,힘을,담아,단단하게,절벼게
17339,바위깨기,격투,40,절벼게
17340,공격한다.,상대의,떨어뜨릴,절벼게
17341,암석봉인,바위,60,절벼게
17342,내던져서,공격한다.,움직임을,절벼게
17343,메탈클로,강철,50,절벼게
17344,발톱으로,상대를,갈라,절벼게
17345,방어,노말,0,절벼게
17346,공격을,전혀,않는다.,절벼게
17347,록블라스트,바위,25,절벼게
17348,암석을,상대에게,공격한다.,절벼게
17349,시저크로스,벌레,80,절벼게
17350,발톱을,가위처럼,상대를,절벼게
17351,칼춤,노말,0,절벼게
17352,춤을,격렬하게,기세를,절벼게
17353,바둥바둥,노말,0,절벼게
17354,난동,부려서,자신의,절벼게
17355,스톤샤워,바위,75,절벼게
17356,바위를,세차게,공격한다.,절벼게
17357,10만마력,땅,95,절벼게
17358,철벽,강철,0,절벼게
17359,쇠처럼,단단하게,자신의,절벼게
17360,가위자르기,노말,0,절벼게
17361,집게로,상대를,갈라,절벼게
17362,나뭇잎,풀,40,캡싸이
17363,째려보기,노말,0,캡싸이
17364,눈초리로,겁을,상대의,캡싸이
17365,물기,악,60,캡싸이
17366,뾰족한,이빨로,공격한다.,캡싸이
17367,성장,노말,0,캡싸이
17368,일시에,크게,공격과,캡싸이
17369,잎날가르기,풀,55,캡싸이
17370,날려,상대를,공격한다.,캡싸이
17371,쾌청,불꽃,0,캡싸이
17372,동안,햇살을,해서,캡싸이
17373,씨기관총,풀,25,캡싸이
17374,기세,좋게,발사하여,캡싸이
17375,박치기,노말,70,캡싸이
17376,내밀어,곧장,공격한다.,캡싸이
17377,사념의박치기,에스퍼,80,캡싸이
17378,힘을,이마에,공격한다.,캡싸이
17379,깨물어부수기,악,80,캡싸이
17380,이빨로,상대를,부숴서,캡싸이
17381,씨폭탄,풀,80,캡싸이
17382,껍질을,가지고,큰,캡싸이
17383,솔라빔,풀,120,캡싸이
17384,빛을,가득,2턴째에,캡싸이
17385,하바네로엑기스,풀,0,스코빌런
17386,매운,엑기스를,상대의,스코빌런
17387,화염방사,불꽃,90,스코빌런
17388,불꽃을,상대에게,공격한다.,스코빌런
17389,불꽃엄니,불꽃,65,스코빌런
17390,두른,이빨로,상대를,스코빌런
17391,나뭇잎,풀,40,스코빌런
17392,째려보기,노말,0,스코빌런
17393,눈초리로,겁을,상대의,스코빌런
17394,하바네로엑기스,풀,0,스코빌런
17395,매운,엑기스를,상대의,스코빌런
17396,화염방사,불꽃,90,스코빌런
17397,불꽃을,상대에게,공격한다.,스코빌런
17398,물기,악,60,스코빌런
17399,뾰족한,이빨로,공격한다.,스코빌런
17400,성장,노말,0,스코빌런
17401,일시에,크게,공격과,스코빌런
17402,잎날가르기,풀,55,스코빌런
17403,날려,상대를,공격한다.,스코빌런
17404,쾌청,불꽃,0,스코빌런
17405,동안,햇살을,해서,스코빌런
17406,씨기관총,풀,25,스코빌런
17407,기세,좋게,발사하여,스코빌런
17408,박치기,노말,70,스코빌런
17409,내밀어,곧장,공격한다.,스코빌런
17410,사념의박치기,에스퍼,80,스코빌런
17411,힘을,이마에,공격한다.,스코빌런
17412,고민씨,풀,0,스코빌런
17413,괴롭히는,씨앗을,상대를,스코빌런
17414,깨물어부수기,악,80,스코빌런
17415,이빨로,상대를,부숴서,스코빌런
17416,씨폭탄,풀,80,스코빌런
17417,껍질을,가지고,큰,스코빌런
17418,솔라빔,풀,120,스코빌런
17419,빛을,가득,2턴째에,스코빌런
17420,오버히트,불꽃,130,스코빌런
17421,파워로,상대를,쓰면,스코빌런
17422,몸통박치기,노말,40,구르데
17423,향해서,몸,부딪쳐가며,구르데
17424,웅크리기,노말,0,구르데
17425,둥글게,웅크려서,방어를,구르데
17426,모래뿌리기,땅,0,구르데
17427,얼굴에,모래를,명중률을,구르데
17428,벌레의저항,벌레,50,구르데
17429,상대를,공격한다.,특수공격을,구르데
17430,구르기,바위,30,구르데
17431,동안,구르기를,공격한다.,구르데
17432,머드샷,땅,55,구르데
17433,덩어리를,상대에게,공격한다.,구르데
17434,벌레먹기,벌레,60,구르데
17435,공격한다.,상대가,지니고,구르데
17436,돌진,노말,90,구르데
17437,기세로,상대에게,공격한다.,구르데
17438,구멍파기,땅,80,구르데
17439,땅속으로,파고들어,상대를,구르데
17440,덤벼들기,벌레,80,구르데
17441,상대에게,덤벼들며,상대의,구르데
17442,회생의기도,노말,0,베라카스
17443,마음으로,기도를,기절한,베라카스
17444,신비의부적,노말,0,베라카스
17445,동안,이상한,보호를,베라카스
17446,자기암시,노말,0,베라카스
17447,암시를,걸어서,변화,베라카스
17448,염동력,에스퍼,50,베라카스
17449,염동력을,상대에게,공격한다.,베라카스
17450,몸통박치기,노말,40,베라카스
17451,향해서,몸,부딪쳐가며,베라카스
17452,웅크리기,노말,0,베라카스
17453,둥글게,웅크려서,방어를,베라카스
17454,회생의기도,노말,0,베라카스
17455,마음으로,기도를,기절한,베라카스
17456,모래뿌리기,땅,0,베라카스
17457,얼굴에,모래를,명중률을,베라카스
17458,벌레의저항,벌레,50,베라카스
17459,상대를,공격한다.,특수공격을,베라카스
17460,구르기,바위,30,베라카스
17461,동안,구르기를,공격한다.,베라카스
17462,환상빔,에스퍼,65,베라카스
17463,광선을,상대에게,공격한다.,베라카스
17464,벌레먹기,벌레,60,베라카스
17465,공격한다.,상대가,지니고,베라카스
17466,돌진,노말,90,베라카스
17467,기세로,상대에게,공격한다.,베라카스
17468,신통력,에스퍼,80,베라카스
17469,않는,이상한,보내어,베라카스
17470,덤벼들기,벌레,80,베라카스
17471,상대에게,덤벼들며,상대의,베라카스
17472,스피드스왑,에스퍼,0,베라카스
17473,파워스왑,에스퍼,0,베라카스
17474,자신과,상대의,특수공격의,베라카스
17475,가드스왑,에스퍼,0,베라카스
17476,자신과,상대의,특수방어의,베라카스
17477,벌레의야단법석,벌레,90,베라카스
17478,음파를,일으켜서,상대의,베라카스
17479,사이코키네시스,에스퍼,90,베라카스
17480,염동력을,상대에게,공격한다.,베라카스
17481,쪼기,비행,35,하느라기
17482,뾰족한,부리나,상대를,하느라기
17483,울음소리,노말,0,하느라기
17484,울음소리를,들려주고,끌어,하느라기
17485,염동력,에스퍼,50,하느라기
17486,염동력을,상대에게,공격한다.,하느라기
17487,초롱초롱눈동자,페어리,0,하느라기
17488,눈동자로,상대를,공격을,하느라기
17489,차밍보이스,페어리,40,하느라기
17490,울음소리를,내어,정신적,하느라기
17491,전광석화,노말,40,하느라기
17492,보이지,않는,속도로,하느라기
17493,환상빔,에스퍼,65,하느라기
17494,광선을,상대에게,공격한다.,하느라기
17495,쪼아대기,비행,60,하느라기
17496,공격한다.,상대가,지니고,하느라기
17497,고속이동,에스퍼,0,하느라기
17498,빼고,몸을,해서,하느라기
17499,소란피기,노말,90,하느라기
17500,동안,소란,공격한다.,하느라기
17501,루미나콜리전,에스퍼,80,클레스퍼트라
17502,작용하는,기묘한,발산해서,클레스퍼트라
17503,회전부리,비행,80,클레스퍼트라
17504,뾰족한,부리를,꿰찔러,클레스퍼트라
17505,깃털댄스,비행,0,클레스퍼트라
17506,흩뿌려,상대의,휘감는다.,클레스퍼트라
17507,쪼기,비행,35,클레스퍼트라
17508,뾰족한,부리나,상대를,클레스퍼트라
17509,울음소리,노말,0,클레스퍼트라
17510,울음소리를,들려주고,끌어,클레스퍼트라
17511,루미나콜리전,에스퍼,80,클레스퍼트라
17512,작용하는,기묘한,발산해서,클레스퍼트라
17513,염동력,에스퍼,50,클레스퍼트라
17514,염동력을,상대에게,공격한다.,클레스퍼트라
17515,초롱초롱눈동자,페어리,0,클레스퍼트라
17516,눈동자로,상대를,공격을,클레스퍼트라
17517,차밍보이스,페어리,40,클레스퍼트라
17518,울음소리를,내어,정신적,클레스퍼트라
17519,전광석화,노말,40,클레스퍼트라
17520,보이지,않는,속도로,클레스퍼트라
17521,환상빔,에스퍼,65,클레스퍼트라
17522,광선을,상대에게,공격한다.,클레스퍼트라
17523,쪼아대기,비행,60,클레스퍼트라
17524,공격한다.,상대가,지니고,클레스퍼트라
17525,고속이동,에스퍼,0,클레스퍼트라
17526,빼고,몸을,해서,클레스퍼트라
17527,소란피기,노말,90,클레스퍼트라
17528,동안,소란,공격한다.,클레스퍼트라
